name,lon,lat,areaDesc,description
淹水警戒_一級警戒_紅色,120.4760808,23.6771369,雲林縣斗南鎮,水利署訊:雲林縣斗南鎮淹水一級警戒(土庫站1小時雨量63mm) ,如持續降雨轄內易淹水村里及道路可能已經開始積淹水(如：斗南鎮-明昌里,新崙里,小東里,將軍里,東仁里,東明里,新南里,大東里,林子里,石龜里,新光里,北銘里,石溪里,西伯里,西岐里,田頭里)，建請即時進行淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_一級警戒_紅色,120.4242401,23.6519084,雲林縣大埤鄉,水利署訊:雲林縣大埤鄉淹水一級警戒(土庫站1小時雨量63mm) ,如持續降雨轄內易淹水村里及道路可能已經開始積淹水(如：大埤鄉-豐田村,西鎮村,興安村,北鎮村,嘉興村,尚義村,三結村,豐岡村,怡然村,松竹村,聯美村)，建請即時進行淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_一級警戒_紅色,120.2873266,23.529833,嘉義縣六腳鄉,水利署訊:嘉義縣六腳鄉淹水一級警戒(蔦松站1小時雨量54mm) ,如持續降雨轄內易淹水村里及道路可能已經開始積淹水(如：六腳鄉-正義村,六斗村,工廠村,古林村,崙陽村,豐美村,港美村,灣北村,三義村,永賢村,灣南村,魚寮村,溪厝村,崩山村,六南村,六腳村,塗師村,雙涵村)，建請即時進行淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_一級警戒_紅色,120.447285,23.7755286,雲林縣西螺鎮,水利署訊:雲林縣西螺鎮淹水一級警戒(國一N234K站1小時雨量50mm) ,如持續降雨轄內易淹水村里及道路可能已經開始積淹水(如：西螺鎮-新豐里,大新里,河南里,公館里,廣福里,埤頭里,福田里,七座里,下湳里,大園里,正興里,振興里,頂湳里,新安里)，建請即時進行淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_二級警戒_黃色,120.2858846,23.5958633,雲林縣北港鎮,水利署訊:雲林縣北港鎮淹水二級警戒(元長站1小時雨量56.5mm) ,如持續降雨轄內易淹水村里及道路可能3小時內開始積淹水(如：北港鎮-新街里,樹腳里,南安里,華勝里,劉厝里,大同里,扶朝里,府番里,好收里,仁安里,公館里,草湖里,義民里,大北里,新厝里,後溝里,番溝里,仁和里,水埔里)，建請即時注意淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_二級警戒_黃色,120.3550808,23.538123,嘉義縣新港鄉,水利署訊:嘉義縣新港鄉淹水二級警戒(新港站1小時雨量57mm) ,如持續降雨轄內易淹水村里及道路可能3小時內開始積淹水(如：新港鄉-宮前村,中洋村,宮後村,南崙村,北崙村,海瀛村,大潭村,菜公村,南港村,三間村,安和村,西庄村,埤子村,共和村,福德村,潭大村,大興村,中庄村,板頭村,溪北村,月眉村,月潭村,中山路)，建請即時注意淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_二級警戒_黃色,120.2562662,23.7485306,雲林縣麥寮鄉,水利署訊:雲林縣麥寮鄉淹水二級警戒(麥寮合作社站1小時雨量42.5mm) ,如持續降雨轄內易淹水村里及道路可能3小時內開始積淹水(如：麥寮鄉-海豐村,麥豐村,後安村,中興村,崙後村,麥津村,雷厝村,新吉村,瓦磘村,橋頭村,三盛村,施厝村,興華村 )，建請即時注意淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_二級警戒_黃色,120.5397258,23.7064789,雲林縣斗六市,水利署訊:雲林縣斗六市淹水二級警戒(斗南站1小時雨量50.5mm) ,如持續降雨轄內易淹水村里及道路可能3小時內開始積淹水(如：斗六市-林頭里,久安里,榴南里,虎溪里,社口里,公誠里,榴北里,公正里,中和里,信義里,太平里,長平里,長安里,湖山里,鎮西里,鎮南里,重光里,溪洲里)，建請即時注意淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
淹水警戒_二級警戒_黃色,120.4967222,23.7554232,雲林縣莿桐鄉,水利署訊:雲林縣莿桐鄉淹水二級警戒(莿桐站1小時雨量40mm) ,如持續降雨轄內易淹水村里及道路可能3小時內開始積淹水(如：莿桐鄉-麻園村,興桐村,饒平村,興貴村,埔子村,大美村,義和村,四合村,甘厝村,埔尾村)，建請即時注意淹水通報及應變，低窪地區及道路請特別注意防範積淹水。
